Kingdom	Phylum	Class	Order	Family	Genus
ASV_559	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	NA
ASV_560	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_561	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_562	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_563	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter
ASV_564	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-003
ASV_565	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_566	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_567	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA
ASV_568	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus
ASV_569	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_570	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella
ASV_571	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group
ASV_572	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
ASV_573	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_574	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5_gut_group	NA
ASV_575	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_576	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_577	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
ASV_578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca
ASV_579	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_580	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_581	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_582	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group
ASV_583	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_584	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11_gut_group
ASV_585	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
ASV_586	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_587	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_588	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_589	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-009
ASV_590	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	NA
ASV_591	Eukaryota	NA	NA	NA	NA	NA
ASV_592	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_593	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_594	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	NA
ASV_595	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_596	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_597	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
ASV_598	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter
ASV_599	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group
ASV_600	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_601	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA
ASV_602	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_603	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum
ASV_604	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	NA	NA
ASV_605	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_606	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
ASV_607	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_608	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group
ASV_609	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
ASV_610	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_611	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
ASV_612	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA
ASV_613	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5_gut_group	NA
ASV_614	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium
ASV_615	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_616	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_617	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5_gut_group	NA
ASV_618	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group
ASV_619	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_620	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_621	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_622	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group
ASV_623	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA
ASV_624	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004
ASV_625	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
ASV_626	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina
ASV_627	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
ASV_628	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_629	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
ASV_630	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_631	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	NA
ASV_632	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA
ASV_633	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
ASV_634	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_635	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_636	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_637	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_638	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea
ASV_639	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
ASV_640	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
ASV_641	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV_642	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_643	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family_XIII_AD3011_group
ASV_644	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
ASV_645	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_646	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_647	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA
ASV_648	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_649	Eukaryota	NA	NA	NA	NA	NA
ASV_650	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
ASV_651	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1
ASV_652	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_653	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_654	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_655	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_656	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
ASV_657	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA
ASV_658	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA
ASV_659	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group
ASV_660	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA
ASV_661	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_662	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_663	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_664	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011
ASV_665	Bacteria	Gemmatimonadota	S0134_terrestrial_group	NA	NA	NA
ASV_666	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_667	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter
ASV_668	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira
ASV_669	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_670	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_671	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_672	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA
ASV_673	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV_674	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_675	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_676	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_677	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter
ASV_678	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
ASV_679	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_680	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus_Stoquefichus
ASV_681	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
ASV_682	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_683	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA
ASV_684	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-003
ASV_685	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_686	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_687	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-002
ASV_688	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA
ASV_689	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_690	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella
ASV_691	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5_gut_group	NA
ASV_692	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_693	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_694	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_695	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_696	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
ASV_697	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_698	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis
ASV_699	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_700	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_701	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
ASV_702	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_703	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_704	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus
ASV_705	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_706	Bacteria	NA	NA	NA	NA	NA
ASV_707	Bacteria	NA	NA	NA	NA	NA
ASV_708	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
ASV_709	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
ASV_710	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_711	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA
ASV_712	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_713	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea
ASV_714	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_715	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_716	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_717	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes
ASV_718	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_719	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	p-1088-a5_gut_group
ASV_720	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_721	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_722	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_723	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_724	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter
ASV_725	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_726	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
ASV_727	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Alysiella
ASV_728	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_729	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus
ASV_730	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
ASV_731	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_732	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group
ASV_733	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_734	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum
ASV_735	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
ASV_736	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_737	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
ASV_738	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_739	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA
ASV_740	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter
ASV_741	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_742	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA
ASV_743	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
ASV_744	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_745	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_746	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
ASV_747	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_748	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ASV_749	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_750	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_751	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
ASV_752	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA
ASV_753	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_754	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_UCG-001	NA
ASV_755	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_756	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA
ASV_757	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	NA	NA
ASV_758	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_759	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Persicitalea
ASV_760	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_761	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_762	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	NA
ASV_763	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	Z20
ASV_764	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA
ASV_765	Bacteria	NA	NA	NA	NA	NA
ASV_766	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA
ASV_767	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA
ASV_768	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA
ASV_769	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA
ASV_770	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
ASV_771	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter
ASV_772	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_773	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_774	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA
ASV_775	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
ASV_776	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA
ASV_777	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
ASV_778	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_779	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma
ASV_780	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
ASV_781	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	p-2534-18B5_gut_group	NA
ASV_782	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_783	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
ASV_784	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_785	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
ASV_786	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA
ASV_787	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_788	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
ASV_789	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
ASV_790	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
ASV_791	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	NA
ASV_792	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV_793	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_fa	W5053
ASV_794	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_795	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_796	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
ASV_797	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Sanguibacteroides
ASV_798	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_799	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrocosmicus
ASV_800	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_801	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus_Planktophila
ASV_802	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_803	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_804	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA
ASV_805	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_806	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
ASV_807	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter
ASV_808	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter
ASV_809	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group
ASV_810	Bacteria	Actinobacteriota	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces
ASV_811	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter
ASV_812	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_813	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_814	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_815	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_816	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_817	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_818	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-002
ASV_819	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_820	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_821	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	NA
ASV_822	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_823	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA
ASV_824	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA
ASV_825	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-001
ASV_826	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
ASV_827	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
ASV_828	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
ASV_829	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia
ASV_830	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_831	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11_gut_group
ASV_832	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_833	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1
ASV_834	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_835	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV_836	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809
ASV_837	NA	NA	NA	NA	NA	NA
ASV_838	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ASV_839	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	NA	NA
