ASV_224	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	13	0
ASV_225	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	23	6	7	8	0
ASV_226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0
ASV_227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	21	0	0	0
ASV_228	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_229	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	25	19	0	0	0
ASV_230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
ASV_231	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	0	11	0
ASV_232	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_233	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	29	6	0	0	0
ASV_234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	17	0
ASV_235	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	14	0
ASV_236	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0
ASV_238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	0	18	0
ASV_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	8	0	0
ASV_240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
ASV_241	0	0	0	0	6	0	0	0	0	0	0	0	0	0	39	4	0	0	0	0	0
ASV_242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	17	20	0	0
ASV_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0
ASV_244	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0
ASV_245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
ASV_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	23	0	0	0
ASV_247	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_248	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	10	8	0	0
ASV_249	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_250	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	18	15	3	0	0
ASV_251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0
ASV_252	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	18	5	0	0
ASV_253	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	16	0	0	0
ASV_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
ASV_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ASV_256	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	26	0	0	10	0
ASV_257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0
ASV_258	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	21	0	13	0
ASV_259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
ASV_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0
ASV_261	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	10	0
ASV_262	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	5	0	17	0	0	0
ASV_263	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	25	0	0	0	0
ASV_264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0
ASV_265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
ASV_266	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	10	4	4	0
ASV_267	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5
ASV_268	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	9	0
ASV_269	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_270	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0
ASV_271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
ASV_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
ASV_273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0
ASV_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	24	0	0
ASV_275	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV_276	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	27	0	0	0
ASV_277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	12	0
